model,repo,issue_idx,map_type,rep,gt_file,first_touch_turn,turns_touched
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,cochange,2,fastapi/applications.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,cochange,3,fastapi/openapi/utils.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,cochange,3,fastapi/routing.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,cochange,3,fastapi/applications.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,1,fastapi/openapi/utils.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,1,fastapi/routing.py,2,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,1,fastapi/applications.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,2,fastapi/openapi/utils.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,2,fastapi/routing.py,2,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,2,fastapi/applications.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,3,fastapi/openapi/utils.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,3,fastapi/routing.py,1,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,freq,3,fastapi/applications.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,1,fastapi/openapi/utils.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,1,fastapi/routing.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,1,fastapi/applications.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,2,fastapi/openapi/utils.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,2,fastapi/routing.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,2,fastapi/applications.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,3,fastapi/openapi/utils.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,3,fastapi/routing.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,9,none,3,fastapi/applications.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,ast_compact,1,src/flask/logging.py,2,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,ast_compact,1,src/flask/app.py,0,4
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,ast_compact,2,src/flask/logging.py,3,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,ast_compact,2,src/flask/app.py,0,3
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,ast_compact,3,src/flask/logging.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,ast_compact,3,src/flask/app.py,0,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,cochange,1,src/flask/logging.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,cochange,1,src/flask/app.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,cochange,2,src/flask/logging.py,3,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,cochange,2,src/flask/app.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,cochange,3,src/flask/logging.py,2,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,cochange,3,src/flask/app.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,freq,1,src/flask/logging.py,1,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,freq,1,src/flask/app.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,freq,2,src/flask/logging.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,freq,2,src/flask/app.py,4,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,freq,3,src/flask/logging.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,freq,3,src/flask/app.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,none,1,src/flask/logging.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,none,1,src/flask/app.py,4,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,none,2,src/flask/logging.py,4,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,none,2,src/flask/app.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,none,3,src/flask/logging.py,5,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,none,3,src/flask/app.py,4,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,ast_compact,1,src/flask/app.py,0,7
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,ast_compact,2,src/flask/app.py,1,8
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,ast_compact,3,src/flask/app.py,0,7
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,cochange,1,src/flask/app.py,2,5
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,cochange,2,src/flask/app.py,2,3
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,cochange,3,src/flask/app.py,1,5
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,freq,1,src/flask/app.py,1,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,freq,2,src/flask/app.py,1,5
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,freq,3,src/flask/app.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,none,1,src/flask/app.py,4,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,none,2,src/flask/app.py,3,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,3,none,3,src/flask/app.py,5,7
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,ast_compact,1,src/flask/scaffold.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,ast_compact,2,src/flask/scaffold.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,ast_compact,3,src/flask/scaffold.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,cochange,1,src/flask/scaffold.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,cochange,2,src/flask/scaffold.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,cochange,3,src/flask/scaffold.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,freq,1,src/flask/scaffold.py,0,4
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,freq,2,src/flask/scaffold.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,freq,3,src/flask/scaffold.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,none,1,src/flask/scaffold.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,none,2,src/flask/scaffold.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,6,none,3,src/flask/scaffold.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,ast_compact,1,gpt_engineer/core/diff.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,ast_compact,2,gpt_engineer/core/diff.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,ast_compact,3,gpt_engineer/core/diff.py,4,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,cochange,1,gpt_engineer/core/diff.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,cochange,2,gpt_engineer/core/diff.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,cochange,3,gpt_engineer/core/diff.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,freq,1,gpt_engineer/core/diff.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,freq,2,gpt_engineer/core/diff.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,freq,3,gpt_engineer/core/diff.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,none,1,gpt_engineer/core/diff.py,7,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,none,2,gpt_engineer/core/diff.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,none,3,gpt_engineer/core/diff.py,7,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,1,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,1,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,1,gpt_engineer/core/default/steps.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,1,gpt_engineer/core/chat_to_files.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,2,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,2,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,2,gpt_engineer/core/default/steps.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,2,gpt_engineer/core/chat_to_files.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,3,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,3,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,3,gpt_engineer/core/default/steps.py,1,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,ast_compact,3,gpt_engineer/core/chat_to_files.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,1,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,1,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,1,gpt_engineer/core/default/steps.py,2,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,1,gpt_engineer/core/chat_to_files.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,2,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,2,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,2,gpt_engineer/core/default/steps.py,5,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,2,gpt_engineer/core/chat_to_files.py,0,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,3,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,3,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,3,gpt_engineer/core/default/steps.py,4,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,cochange,3,gpt_engineer/core/chat_to_files.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,1,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,1,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,1,gpt_engineer/core/default/steps.py,4,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,1,gpt_engineer/core/chat_to_files.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,2,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,2,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,2,gpt_engineer/core/default/steps.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,2,gpt_engineer/core/chat_to_files.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,3,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,3,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,3,gpt_engineer/core/default/steps.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,freq,3,gpt_engineer/core/chat_to_files.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,1,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,1,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,1,gpt_engineer/core/default/steps.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,1,gpt_engineer/core/chat_to_files.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,2,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,2,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,2,gpt_engineer/core/default/steps.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,2,gpt_engineer/core/chat_to_files.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,3,gpt_engineer/applications/cli/file_selector.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,3,gpt_engineer/core/files_dict.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,3,gpt_engineer/core/default/steps.py,12,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,12,none,3,gpt_engineer/core/chat_to_files.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,ast_compact,1,gpt_engineer/core/ai.py,2,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,ast_compact,2,gpt_engineer/core/ai.py,0,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,ast_compact,3,gpt_engineer/core/ai.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,cochange,1,gpt_engineer/core/ai.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,cochange,2,gpt_engineer/core/ai.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,cochange,3,gpt_engineer/core/ai.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,freq,1,gpt_engineer/core/ai.py,2,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,freq,2,gpt_engineer/core/ai.py,1,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,freq,3,gpt_engineer/core/ai.py,1,2
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,none,1,gpt_engineer/core/ai.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,none,2,gpt_engineer/core/ai.py,5,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,none,3,gpt_engineer/core/ai.py,3,1
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,keras,12,ast_compact,1,keras/utils/data_utils.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,keras,12,ast_compact,1,keras/utils/__init__.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,keras,12,ast_compact,1,keras/legacy/interfaces.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,keras,12,ast_compact,1,keras/engine/training.py,na,0
deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,keras,12,ast_compact,1,keras/models.py,na,0
